identifier,govIdentifier,RWStype,URL,name,description,siteAddressName,siteAddressStreet,siteAddressCity,siteAddressCounty,siteAddressCountry,siteAddressPostcode,latitude,longitude,telephone,openingHours,openingHoursNotes,openingHoursTransportRestrictions,ownerID,ownerName,operatorID,operatorCompanyID,operatorName,operatorAddressStreet,operatorAddressCity,operatorAddressCounty,operatorAddressCountry,operatorAddressPostcode,dateOpened,dateClosed,areaServed,proofOfResidency,accessibilityNotes,trade,ANPR,reuseShop,dateUpdated,dateValidFrom,dateValidTo
,,tb,,Monkton Heathfield - School Road,,Co-op Food,School Road,Taunton,Somerset,eng,TA2 8PB,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Moor Road,,Co-op Food,152 Moor Road,Chorley,Lancashire,eng,PR7 2LU,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Moorside Oldham,,Co-op Food,Ripponden Road,Oldham,Lancashire,eng,OL4 2LN,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Moortown,,Co-op Food,399 Harrogate Road,Leeds,West Yorkshire,eng,LS17 6DJ,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Morecambe,,Co-op Food,22 Glentworth Road West,Morecambe,Lancashire,eng,LA4 4SZ,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Morley Road,,Co-op Food,Morley Road,Burntwood,Staffordshire,eng,WS7 9AZ,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Morpeth - Loansdean,,Co-op Food,A197,Morpeth,Northumberland,eng,NE61 2DR,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Mortimer Road - South Shields,,Co-op Food,Mortimer Road,South Shields,Tyne and Wear,eng,NE34 0RU,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Morton,,Co-op Food,Stonegarth Road,Carlisle,Cumbria,eng,CA2 6PD,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Moseley,,Co-op Food,154-158 Alcester Road,Birmingham,West Midlands,eng,B13 8HS,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Mowden,,Co-op Food,102-106 Fulthorpe Avenue,Darlington,County Durham,eng,DL3 9XT,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Murdishaw,,Co-op Food,The Ridgeway,Runcorn,Cheshire,eng,WA7 6ER,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Nab Lane,,Co-op Food,Nab Lane,Mirfield,West Yorkshire,eng,WF14 9BN,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,New Kings Road - Fulham,,Co-op Food,100 New Kings Road,London,Greater London,eng,SW6 4LX,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,New Street - Chelmsford,,Co-op Food,"Corner of Marconi Street and
New St",Chelmsford,Essex,eng,CM1 1PP,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,New Upton,,Co-op Food,Waggon Lane,Pontefract,West Yorkshire,eng,WF9 1JT,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Newbold,,Co-op Food,19 Main Street,Rugby,Warwickshire,eng,CV21 1HH,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Newbold Village - Chesterfield,,Co-op Food,74 Newbold Village,Chesterfield,Derbyshire,eng,S41 8RJ,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Newlands Park,,Co-op Food,42-46 Newlands Park,Scarborough,North Yorkshire,eng,YO12 6DJ,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Newlyn,,Co-op Food,18 The Strand,Penzance,Cornwall,eng,TR18 5HN,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Newport Pagnell - High Street,,Co-op Food,62 High Street,Newport Pagnell,Milton Keynes,eng,MK16 8AQ,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Norbury - London Road,,Co-op Food,1485-1489 London Road,London,Greater London,eng,SW16 4AE,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,North Somercotes - Conisholme Road,,Co-op Food,Conisholme Road,Louth,Lincolnshire,eng,LN11 7PR,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Northampton - Olden Road,,Co-op Food,Olden Road,Northampton,Northamptonshire,eng,NN3 5DD,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Northenden Road,,Co-op Food,4-6 Northenden Road,Sale,Cheshire,eng,M33 3BR,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Northern Avenue,,Co-op Food,137 Northern Avenue,Sheffield,South Yorkshire,eng,S2 2EJ,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Northern Way,,Co-op Food,Unit 5 Neighboroughood Centre,Wellingborough,Northamptonshire,eng,NN8 4UF,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Northfleet,,Co-op Food,14-18 Perry Street,Gravesend,Kent,eng,DA11 8QU,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Northolt,,Co-op Food,52-58 Church Road,Northolt,Greater London,eng,UB5 5AB,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Northwich - Cheshire Avenue,,Co-op Food,Cheshire Avenue,Northwich,Cheshire,eng,CW9 7UA,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Nottingham - Kimberley -Maws Lane,,Co-op Food,Maws Lane,Nottingham,Nottinghamshire,eng,NG16 2JE,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Nottingham - University Boulevard,,Co-op Food,215 University Boulevard,Nottingham,Nottinghamshire,eng,NG9 2GJ,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Nuneaton,,Co-op Food,Cambourne Drive,Nuneaton,Warwickshire,eng,CV11 6GU,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Nunhead - Evelina Road,,Co-op Food,88-96 Evelina Road,London,Greater London,eng,SE15 3HL,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Oakdale - Oakdale Road,,Co-op Food,74 Oakdale Road,Poole,Dorset,eng,BH15 3LG,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Oakley - Oakley Lane,,Co-op Food,32 Oakley Lane,Basingstoke,Hampshire,eng,RG23 7JY,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Offerton,,Co-op Food,4 Fulmar Drive,Stockport,Cheshire,eng,SK2 5JL,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Old Street,,Co-op Food,185 Old Street,London,Greater London,eng,EC1V 9NP,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Old Windsor,,Co-op Food,36 St Lukes Road,Windsor,Berkshire,eng,SL4 2QQ,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Orpington,,Co-op Food,2-3 Crescent Way,Orpington,Kent,eng,BR6 9LP,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Oughtibridge - Langsett Road,,Co-op Food,145 - 149 Langsett Road South,Sheffield,South Yorkshire,eng,S35 0GY,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Outwood,,Co-op Food,Meadow Vale,Wakefield,West Yorkshire,eng,WF1 3TR,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Overpool Road,,Co-op Food,14a Overpool Road,Ellesmere Port,Cheshire,eng,CH66 1JN,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Paignton - Hookhills Road,,Co-op Food,Hookhills Road,Paignton,Devon,eng,TQ4 7LY,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Pannal - Station Road,,Co-op Food,Station Road,Harrogate,North Yorkshire,eng,HG3 1JN,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Par - Par Green,,Co-op Food,107 Par Green,Par,Cornwall,eng,PL24 2AG,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Park Gate,,Co-op Food,Bridge Road,Southampton,Hampshire,eng,SO31 7GE,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Penketh - Warrington Road,,Co-op Food,176-178 Warrington Road,Warrington,Cheshire,eng,WA5 2LZ,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Peterborough - Oundle Road,,Co-op Food,490 Oundle Road,Peterborough,Cambridgeshire,eng,PE2 7DF,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Peterborough - Thorpe Road,,Co-op Food,Thorpe Road,Peterbrough,Cambridgeshire,eng,PE3 6AP,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Petrol Amesbury - Mid Summer Place,,Co-op Food,Mid Summer Place,Salisbury,Wiltshire,eng,SP4 7SQ,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Petrol Aperfield,,Co-op Food,141 Main Road,Westerham,Kent,eng,TN16 3DX,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Petrol Aston,,Co-op Food,Worksop Road,Sheffield,South Yorkshire,eng,S26 2EA,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Petrol Basingstoke,,Co-op Food,Grove Road,Basingstoke,Hampshire,eng,RG21 3AX,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Petrol Botley,,Co-op Food,Grange Road,Southampton,Hampshire,eng,SO30 2FU,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Petrol Bovey Tracey,,Co-op Food,Newton Road,Newton Abbot,Devon,eng,TQ13 9DX,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Petrol Bradfield Road,,Co-op Food,Bradfield Road,Crewe,Cheshire,eng,CW1 3RD,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Petrol Burwell - Ness Road,,Co-op Food,Ness Road,Cambridge,Cambridgeshire,eng,CB25 0AA,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Petrol Caledonian,,Co-op Food,219-227 Caledonian Road,London,Greater London,eng,N1 0SL,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Petrol Cirencester,,Co-op Food,Burford Road,Cirencester,Gloucestershire,eng,GL7 5DS,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Petrol City Way,,Co-op Food,342 City Way,Rochester,Kent,eng,ME1 2BJ,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Petrol Clitheroe,,Co-op Food,Holm Road,"Barrow, Clitheroe",Lancashire,eng,BB7 9WF,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Petrol Colne Valley,,Co-op Food,819 Manchester Road,Huddersfield,West Yorkshire,eng,HD4 5SX,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Petrol Cramlington,,Co-op Food,Moorfarm Roundabout,Cramlington,Northumberland,eng,NE23 7QA,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Petrol Cross Hillocks,,Co-op Food,Manchester Road,Manchester,Greater Manchester,eng,M29 7BQ,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Petrol Cupid Green,,Co-op Food,Redbourn Road,Hemel Hempstead,Hertfordshire,eng,HP2 7BA,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Petrol Dearnside,,Co-op Food,The Cross,Barnsley,South Yorkshire,eng,S75 4LX,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Petrol Duffield Road,,Co-op Food,27 Duffield Road,Derby,Derbyshire,eng,DE1 3BH,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Petrol Evesham,,Co-op Food,A46 Evesham Bypass,Evesham,Worcestershire,eng,WR11 4TP,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Petrol Gomersal,,Co-op Food,Oxford Road,Cleckheaton,West Yorkshire,eng,BD19 4PY,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Petrol Gosforth Park,,Co-op Food,Rotary Way,Newcastle Upon Tyne,Tyne and Wear,eng,NE3 5EH,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Petrol Handbridge - Queen’s Park Rd,,Co-op Food,Queen’s Park Road,Chester,Cheshire,eng,CH4 7JF,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Petrol Harborne,,Co-op Food,261-263 High Street,Birmingham,West Midlands,eng,B17 9QG,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Petrol Holmes Chapel,,Co-op Food,Middlewich Road,Crewe,Cheshire,eng,CW4 7ES,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Petrol Honley,,Co-op Food,Huddersfield Road,Holmfirth,West Yorkshire,eng,HD9 6LT,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Petrol Hornchurch,,Co-op Food,Billet Lane,Hornchurch,Essex,eng,RM11 1XA,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Petrol Horsham,,Co-op Food,Worthing Road,Horsham,West Sussex,eng,RH13 8LW,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Petrol Ilkeston - Heanor Road,,Co-op Food,242 Heanor Road,Ilkeston,Derbyshire,eng,DE7 8TG,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Petrol Lansdowne,,Co-op Food,157 Holdenhurst Road,Bournemouth,Dorset,eng,BH8 8DQ,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Petrol Launceston - Western Road,,Co-op Food,Wobern Garage,Launceston,Cornwall,eng,PL15 7AU,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Petrol Lees Corner,,Co-op Food,Uxbridge Road,Uxbridge,Greater London,eng,UB10 0NZ,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Petrol Lilliput,,Co-op Food,291 Sandbanks Road,Poole,Dorset,eng,BH14 8EZ,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Petrol Locking - Locking Moor Road,,Co-op Food,Locking Moor Road,Weston-Super-Mare,Somerset,eng,BS24 8EL,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Petrol Lutterworth,,Co-op Food,77 Lutterworth Road,Blaby,Leicestershire,eng,LE8 4DX,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Petrol Maidenhead,,Co-op Food,143 Bridge Road,Maidenhead,Berkshire,eng,SL6 8NH,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Petrol Malborough,,Co-op Food,Salcombe Road Garage,Kingsbridge,Devon,eng,TQ7 3BU,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Petrol Mapperley,,Co-op Food,705 Woodborough Road,Nottingham,Nottinghamshire,eng,NG3 5QG,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Petrol Marksbury,,Co-op Food,Westway Garages,Bath,Avon,eng,BA2 9HN,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Petrol Marple,,Co-op Food,151 Stockport Road,Stockport,Cheshire,eng,SK6 6DQ,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Petrol Millbrook,,Co-op Food,Millbrook Road,Southampton,Hampshire,eng,SO15 0JU,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Petrol Minsterley,,Co-op Food,Station Road,Shrewsbury,Shropshire,eng,SY5 0BE,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Petrol Mytholmroyd,,Co-op Food,Burnley Road,Hebden Bridge,West Yorkshire,eng,HX7 5DE,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Petrol Nelson Road,,Co-op Food,"The Boulevard, Nelson Road",Worthing,West Sussex,eng,BN13 1JY,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Petrol Oak Road - Fareham,,Co-op Food,165 Highlands Road,Fareham,Hampshire,eng,PO15 5PR,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Petrol Pangbourne,,Co-op Food,329 Reading Road,Reading,Berkshire,eng,RG8 7JE,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Petrol Polegate - Hailsham Road,,Co-op Food,Hailsham Road,Polegate,East Sussex,eng,BN26 6QL,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Petrol Pounds Hill,,Co-op Food,Balcombe Road,Crawley,West Sussex,eng,RH10 7RU,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Petrol Princess Parkway,,Co-op Food,849 Princess Road,Manchester,Greater Manchester,eng,M20 2ZF,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Petrol Prudhoe,,Co-op Food,Front Street,Prudhoe,Northumberland,eng,NE42 5DH,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Petrol Retford - North Road,,Co-op Food,North Road,Retford,Nottinghamshire,eng,DN22 7XQ,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Petrol Rochester,,Co-op Food,Anthonys Way,Rochester,Kent,eng,ME2 4DW,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Petrol Sandford,,Co-op Food,Main Road,Wareham,Dorset,eng,BH20 7AQ,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Petrol Saxon Cross,,Co-op Food,Congleton Road,Sandbach,Cheshire,eng,CW11 4SP,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Petrol Sherborne Road,,Co-op Food,Sherborne Road,Yeovil,Somerset,eng,BA21 5BQ,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Petrol Shirehampton - High Street,,Co-op Food,High Street,Bristol,Avon,eng,BS11 0DE,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Petrol Swanley,,Co-op Food,73-75 High Street,Swanley,Kent,eng,BR8 8AF,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Petrol Three Peaks,,Co-op Food,New Road,Carnforth,Lancashire,eng,LA6 3DL,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Petrol Washington - Parsons Road,,Co-op Food,Parsons Road,Washington,County Durham,eng,NE37 1EZ,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Petrol Westway,,Co-op Food,Castle Lane West,Bournemouth,Dorset,eng,BH9 3JZ,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Petrol Whitefriars,,Co-op Food,9 Church Street,Settle,North Yorkshire,eng,BD24 9JD,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Pickford Lane,,Co-op Food,4-12 Pickford Lane,Bexleyheath,Kent,eng,DA7 4QW,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Pickup Street,,Co-op Food,19-21 Pickup Street,Accrington,Lancashire,eng,BB5 5NS,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Pilton - St Mary’s Lane,,Co-op Food,St Mary’s Lane,Shepton Mallet,Somerset,eng,BA4 4BB,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Plaza Parade - Worthing,,Co-op Food,Plaza Parade,Worthing,West Sussex,eng,BN11 3JG,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Plymouth - Frogmore Avenue,,Co-op Food,Frogmore Avenue,Plymouth,Devon,eng,PL6 5XH,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Ponteland,,Co-op Food,15 Broadway,"Newcastle Upon
Tyne",Northumberland,eng,NE20 9PW,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Poole - Ashley Cross,,Co-op Food,Commercial Road,Poole,Dorset,eng,BH14 0JD,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Poole - Ashley Road,,Co-op Food,Ashley Road,Poole,Dorset,eng,BH14 0AW,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Portslade - Mile Oak Road,,Co-op Food,Mile Oak Road,Brighton,East Sussex,eng,BN41 2RB,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Preesall - Sandy Lane,,Co-op Food,Sandy Lane,Poulton-le-Fylde,Lancashire,eng,FY6 0EJ,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Preston - Garstang Road,,Co-op Food,166 Garstang Road,Preston,Lancashire,eng,PR2 8NB,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Princess Drive,,Co-op Food,143 Princess Drive,Grantham,Lincolnshire,eng,NG31 9QN,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Princess Drive - Seaford,,Co-op Food,123 Princess Drive,Seaford,East Sussex,eng,BN25 2TZ,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Priorslee,,Co-op Food,Priorslee Hall Farm,Telford,Shropshire,eng,TF2 9NR,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Priorswood Place,,Co-op Food,6-8 Priorswood Place,Taunton,Somerset,eng,TA2 7JW,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Pyrford,,Co-op Food,1 Marshal Parade,Woking,Surrey,eng,GU22 8SW,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Queens Park - Salusbury Road,,Co-op Food,105-109 Salusbury Road,London,Greater London,eng,NW6 6RG,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Queens Square - Penzance,,Co-op Food,6 Queens Square,Penzance,Cornwall,eng,TR18 2JJ,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Ramsgate,,Co-op Food,Grange Road,Ramsgate,Kent,eng,CT11 9NA,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Rawmarsh,,Co-op Food,115 Claypitt Lane,Rotherham,South Yorkshire,eng,S62 5DY,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Red House - Perranporth,,Co-op Food,1 Boscawen Road,Perranporth,Cornwall,eng,TR6 0EW,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Redditch - Evesham Road,,Co-op Food,524 Evesham Road,Redditch,Worcestershire,eng,B97 5JN,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Redhill Road,,Co-op Food,63 Redhill Road,Stockton-On-Tees,Cleveland,eng,TS19 9BX,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Ridgeway,,Co-op Food,The Ridgeway,Plymouth,Devon,eng,PL7 2AW,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Romford - Main Road,,Co-op Food,97-101 Main Road,Romford,Essex,eng,RM2 5EL,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Romford - South Street,,Co-op Food,112-116 South Street,Romford,Essex,eng,RM1 1SS,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Rooley Moor Road,,Co-op Food,249-251 Rooley Moor Road,Rochdale,Lancashire,eng,OL12 7EA,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Rosudgeon - Main Road,,Co-op Food,Main Road,Penzance,Cornwall,eng,TR20 9QE,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
