identifier,HWRC,transportType,accessAllowed,openingHours,permitRequired,bookingRequired,bookingURL,maxHeight,maxLength,maxWidth,maxWeight,trailerCombinedWith,dateUpdated
,hwrc-sct-abd-wmll1148211,large trailer,1,,,1,https://recycling.aberdeenshire.gov.uk/renderform?t=1&k=AFD1F6129D63B5064E7626131C90708892A1A8D7,,3.0 m,,,,11/10/2021
,hwrc-sct-abd-wmll1148211,pedestrian,0,,,,,,,,,,30/09/2021
,hwrc-sct-abd-wmln0020038,small vehicle,1,,,1,https://recycling.aberdeenshire.gov.uk/renderform?t=1&k=AFD1F6129D63B5064E7626131C90708892A1A8D7,2.0 m,,,,,30/09/2021
,hwrc-sct-abd-wmln0020038,large vehicle,1,,,1,https://recycling.aberdeenshire.gov.uk/renderform?t=1&k=AFD1F6129D63B5064E7626131C90708892A1A8D7,,,,3.5 t,,30/09/2021
,hwrc-sct-abd-wmln0020038,small trailer,1,,,1,https://recycling.aberdeenshire.gov.uk/renderform?t=1&k=AFD1F6129D63B5064E7626131C90708892A1A8D7,,1.8 m,,,,11/10/2021
,hwrc-sct-abd-wmln0020038,large trailer,1,,,1,https://recycling.aberdeenshire.gov.uk/renderform?t=1&k=AFD1F6129D63B5064E7626131C90708892A1A8D7,,3.0 m,,,,11/10/2021
,hwrc-sct-abd-wmln0020038,pedestrian,1,"Tu, Sa 12:00-12:30",,,,,,,,,30/09/2021
,hwrc-sct-abd-wmln0220298,small vehicle,1,,,1,https://recycling.aberdeenshire.gov.uk/renderform?t=1&k=AFD1F6129D63B5064E7626131C90708892A1A8D7,2.0 m,,,,,30/09/2021
,hwrc-sct-abd-wmln0220298,large vehicle,1,,,1,https://recycling.aberdeenshire.gov.uk/renderform?t=1&k=AFD1F6129D63B5064E7626131C90708892A1A8D7,,,,3.5 t,,30/09/2021
,hwrc-sct-abd-wmln0220298,small trailer,1,,,1,https://recycling.aberdeenshire.gov.uk/renderform?t=1&k=AFD1F6129D63B5064E7626131C90708892A1A8D7,,1.8 m,,,,11/10/2021
,hwrc-sct-abd-wmln0220298,large trailer,1,,,1,https://recycling.aberdeenshire.gov.uk/renderform?t=1&k=AFD1F6129D63B5064E7626131C90708892A1A8D7,,3.0 m,,,,11/10/2021
,hwrc-sct-abd-wmln0220298,pedestrian,0,,,,,,,,,,30/09/2021
,hwrc-sct-abd-wmln0020035,small vehicle,1,,,1,https://recycling.aberdeenshire.gov.uk/renderform?t=1&k=AFD1F6129D63B5064E7626131C90708892A1A8D7,2.0 m,,,,,30/09/2021
,hwrc-sct-abd-wmln0020035,large vehicle,1,,,1,https://recycling.aberdeenshire.gov.uk/renderform?t=1&k=AFD1F6129D63B5064E7626131C90708892A1A8D7,,,,3.5 t,,30/09/2021
,hwrc-sct-abd-wmln0020035,small trailer,1,,,1,https://recycling.aberdeenshire.gov.uk/renderform?t=1&k=AFD1F6129D63B5064E7626131C90708892A1A8D7,,1.8 m,,,,11/10/2021
,hwrc-sct-abd-wmln0020035,large trailer,1,,,1,https://recycling.aberdeenshire.gov.uk/renderform?t=1&k=AFD1F6129D63B5064E7626131C90708892A1A8D7,,3.0 m,,,,11/10/2021
,hwrc-sct-abd-wmln0020035,pedestrian,1,Mo-Su 12:00-12:30,,,,,,,,,30/09/2021
,hwrc-sct-abd-wmln0020212,small vehicle,1,,,1,https://recycling.aberdeenshire.gov.uk/renderform?t=1&k=AFD1F6129D63B5064E7626131C90708892A1A8D7,2.0 m,,,,,30/09/2021
,hwrc-sct-abd-wmln0020212,large vehicle,1,,,1,https://recycling.aberdeenshire.gov.uk/renderform?t=1&k=AFD1F6129D63B5064E7626131C90708892A1A8D7,,,,3.5 t,,30/09/2021
,hwrc-sct-abd-wmln0020212,small trailer,1,,,1,https://recycling.aberdeenshire.gov.uk/renderform?t=1&k=AFD1F6129D63B5064E7626131C90708892A1A8D7,,1.8 m,,,,11/10/2021
,hwrc-sct-abd-wmln0020212,large trailer,1,,,1,https://recycling.aberdeenshire.gov.uk/renderform?t=1&k=AFD1F6129D63B5064E7626131C90708892A1A8D7,,3.0 m,,,,11/10/2021
,hwrc-sct-abd-wmln0020212,pedestrian,1,Mo-Su 12:00-12:30,,,,,,,,,30/09/2021
